callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
EA2RCF-4,EA,EU,7011.7,40m,OZ3SM,OZ,EU,CQ,6,2025-11-29 00:01:24,31,CW
EA2RCF-4,EA,EU,7022.7,40m,NJ3K,K,NA,CQ,2,2025-11-29 00:01:24,36,CW
HA8TKS,HA,EU,7036.5,40m,IB9R,IT9,EU,CQ,8,2025-11-29 00:01:24,34,CW
HG8A,HA,EU,7032.1,40m,W1CSM,K,NA,CQ,10,2025-11-29 00:01:24,23,CW
HG8A,HA,EU,7065.3,40m,N2NL,K,NA,CQ,17,2025-11-29 00:01:24,36,CW
HG8A,HA,EU,7048.2,40m,ED7W,EA,EU,CQ,41,2025-11-29 00:01:24,36,CW
HG8A,HA,EU,7030.8,40m,NN7CW,K,NA,CQ,19,2025-11-29 00:01:24,33,CW
HG8A,HA,EU,7056,40m,A71WW,A7,AS,CQ,23,2025-11-29 00:01:24,34,CW
HG8A,HA,EU,7024.1,40m,F5SGI,F,EU,CQ,12,2025-11-29 00:01:24,28,CW
HG8A,HA,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,16,2025-11-29 00:01:24,28,CW
CT1EYQ,CT,EU,7011.9,40m,G4FNL,G,EU,CQ,31,2025-11-29 00:01:24,36,CW
CT1EYQ,CT,EU,7031.5,40m,SP8R,SP,EU,CQ,29,2025-11-29 00:01:24,32,CW
CT1EYQ,CT,EU,7020.8,40m,EI8X,EI,EU,CQ,25,2025-11-29 00:01:24,35,CW
SZ1A,SV,EU,7034.7,40m,KP2M,KP2,NA,CQ,28,2025-11-29 00:01:24,40,CW
SZ1A,SV,EU,7056,40m,OH7K,OH,EU,CQ,22,2025-11-29 00:01:24,32,CW
SZ1A,SV,EU,7002,40m,AA4NC,K,NA,CQ,23,2025-11-29 00:01:24,37,CW
SZ1A,SV,EU,7053.7,40m,IQ3ME,I,EU,CQ,18,2025-11-29 00:01:24,30,CW
K9LC,K,NA,7052,40m,KQ4GPE,K,NA,CQ,24,2025-11-29 00:01:24,15,CW
K9LC,K,NA,7053.7,40m,IQ3ME,I,EU,CQ,7,2025-11-29 00:01:24,30,CW
GX0FRE,G,EU,7048.2,40m,ED7W,EA,EU,CQ,10,2025-11-29 00:01:25,36,CW
OZ1AAB,OZ,EU,7033.8,40m,CR3W,CT3,AF,CQ,12,2025-11-29 00:01:25,33,CW
OZ1AAB,OZ,EU,7019,40m,RM4F,UA,EU,CQ,8,2025-11-29 00:01:25,33,CW
K5TR,K,NA,7035.5,40m,CR6K,CT,EU,CQ,25,2025-11-29 00:01:25,43,CW
K5TR,K,NA,7030.8,40m,NN7CW,K,NA,CQ,36,2025-11-29 00:01:25,33,CW
K5TR,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,19,2025-11-29 00:01:25,31,CW
K5TR,K,NA,7046.9,40m,HB9IQX,HB,EU,CQ,6,2025-11-29 00:01:25,30,CW
LZ4UX,LZ,EU,7020.8,40m,EI8X,EI,EU,CQ,14,2025-11-29 00:01:25,37,CW
LZ4UX,LZ,EU,7011.7,40m,OZ3SM,OZ,EU,CQ,13,2025-11-29 00:01:25,31,CW
K1RA,K,NA,7021.3,40m,N4RV,K,NA,CQ,30,2025-11-29 00:01:25,30,CW
K1RA,K,NA,7031.6,40m,SP8R,SP,EU,CQ,23,2025-11-29 00:01:25,34,CW
BG2TFW,BY,AS,7027.5,40m,ES9C,ES,EU,CQ,14,2025-11-29 00:01:25,34,CW
BG2TFW,BY,AS,7009,40m,OK1KKI,OK,EU,CQ,9,2025-11-29 00:01:25,33,CW
K4PP,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,28,2025-11-29 00:01:25,34,CW
K4PP,K,NA,7002,40m,AA4NC,K,NA,CQ,24,2025-11-29 00:01:25,38,CW
KV4TT,K,NA,7007.5,40m,W2CG,K,NA,CQ,25,2025-11-29 00:01:25,29,CW
DO4DXA,DL,EU,7028.9,40m,EA8BW,EA8,AF,CQ,22,2025-11-29 00:01:25,33,CW
DO4DXA,DL,EU,7018.7,40m,TM7A,F,EU,CQ,24,2025-11-29 00:01:25,36,CW
DO4DXA,DL,EU,7002.5,40m,K3WW,K,NA,CQ,20,2025-11-29 00:01:25,33,CW
DO4DXA,DL,EU,7018,40m,PW2K,PY,SA,CQ,17,2025-11-29 00:01:25,33,CW
HA1VHF,HA,EU,7055.9,40m,A71WW,A7,AS,CQ,16,2025-11-29 00:01:26,34,CW
HA1VHF,HA,EU,7018.4,40m,S58M,S5,EU,CQ,19,2025-11-29 00:01:26,35,CW
HA1VHF,HA,EU,7016,40m,IO5O,I,EU,CQ,15,2025-11-29 00:01:26,30,CW
HA1VHF,HA,EU,7053.7,40m,IQ3ME,I,EU,CQ,13,2025-11-29 00:01:26,30,CW
F4GOU,F,EU,7036.3,40m,PJ5C,PJ5,NA,CQ,11,2025-11-29 00:01:26,34,CW
F4GOU,F,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,11,2025-11-29 00:01:26,29,CW
E28AC,HS,AS,7027.5,40m,ES9C,ES,EU,CQ,22,2025-11-29 00:01:26,34,CW
GI4DOH,GI,EU,7050,40m,OG1F,OH,EU,CQ,14,2025-11-29 00:01:26,36,CW
GI4DOH,GI,EU,7010.4,40m,IQ6JU,I,EU,CQ,35,2025-11-29 00:01:26,38,CW
GI4DOH,GI,EU,7048.3,40m,PJ2T,PJ2,SA,CQ,17,2025-11-29 00:01:26,38,CW
GI4DOH,GI,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,25,2025-11-29 00:01:26,29,CW
DF7GB,DL,EU,7048.2,40m,ED7W,EA,EU,CQ,38,2025-11-29 00:01:26,37,CW
DF7GB,DL,EU,7024.3,40m,K2LE,K,NA,CQ,23,2025-11-29 00:01:26,34,CW
N2YCH,K,NA,7030.8,40m,NN7CW,K,NA,CQ,38,2025-11-29 00:01:26,33,CW
JN1ILK,JA,AS,7018.7,40m,TM7A,F,EU,CQ,14,2025-11-29 00:01:26,38,CW
JN1ILK,JA,AS,7031.5,40m,SP8R,SP,EU,CQ,16,2025-11-29 00:01:26,32,CW
JN1ILK,JA,AS,7022,40m,JF6DMT,JA,AS,CQ,25,2025-11-29 00:01:26,13,CW
NU4F-2,K,NA,7058,40m,TI8X,TI,NA,CQ,12,2025-11-29 00:01:27,35,CW
NU4F-2,K,NA,7044.7,40m,N4WW,K,NA,CQ,23,2025-11-29 00:01:27,34,CW
NU4F-2,K,NA,7009.5,40m,W2MV,K,NA,CQ,15,2025-11-29 00:01:27,30,CW
VE6JY,VE,NA,7030.8,40m,NN7CW,K,NA,CQ,32,2025-11-29 00:01:27,32,CW
VE6JY,VE,NA,7002.5,40m,K3WW,K,NA,CQ,11,2025-11-29 00:01:27,34,CW
VE6JY,VE,NA,7024.4,40m,K2LE,K,NA,CQ,12,2025-11-29 00:01:27,33,CW
OK2ZAW,OK,EU,7021.3,40m,N4RV,K,NA,CQ,8,2025-11-29 00:01:27,29,CW
OK2ZAW,OK,EU,7037.2,40m,S59L,S5,EU,CQ,7,2025-11-29 00:01:27,30,CW
NN3RP,K,NA,7035.5,40m,CR6K,CT,EU,CQ,20,2025-11-29 00:01:27,44,CW
NN3RP,K,NA,7010.4,40m,IQ6JU,I,EU,CQ,14,2025-11-29 00:01:27,36,CW
NN3RP,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,16,2025-11-29 00:01:27,32,CW
NN3RP,K,NA,7024.4,40m,K2LE,K,NA,CQ,11,2025-11-29 00:01:27,35,CW
NN3RP,K,NA,7012.5,40m,DK1EO,DL,EU,CQ,10,2025-11-29 00:01:27,33,CW
DM6EE,DL,EU,7016,40m,IO5O,I,EU,CQ,12,2025-11-29 00:01:27,29,CW
DM6EE,DL,EU,7018.5,40m,S58M,S5,EU,CQ,11,2025-11-29 00:01:27,36,CW
N6TV,K,NA,7016,40m,IO5O,I,EU,CQ,9,2025-11-29 00:01:27,29,CW
WA7LNW,K,NA,7045,40m,EA5KM,EA,EU,CQ,13,2025-11-29 00:01:27,29,CW
WA7LNW,K,NA,7018.5,40m,S58M,S5,EU,CQ,16,2025-11-29 00:01:27,36,CW
WA7LNW,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,24,2025-11-29 00:01:27,33,CW
WA7LNW,K,NA,7044.7,40m,N4WW,K,NA,CQ,30,2025-11-29 00:01:27,33,CW
WA7LNW,K,NA,7065.3,40m,N2NL,K,NA,CQ,33,2025-11-29 00:01:27,35,CW
WA7LNW,K,NA,7024.3,40m,K2LE,K,NA,CQ,20,2025-11-29 00:01:27,34,CW
WA7LNW,K,NA,7010.4,40m,IQ6JS,I,EU,CQ,12,2025-11-29 00:01:27,36,CW
WA7LNW,K,NA,7052.8,40m,KR2M,K,NA,CQ,15,2025-11-29 00:01:27,35,CW
WA7LNW,K,NA,7044,40m,EW1WC,EU,EU,CQ,21,2025-11-29 00:01:27,26,CW
SM1HEV,SM,EU,7010.4,40m,IQ6JU,I,EU,CQ,16,2025-11-29 00:01:27,37,CW
CN3A,CN,AF,7038.1,40m,HB9FBS,HB,EU,CQ,41,2025-11-29 00:01:27,27,CW
CN3A,CN,AF,7028.3,40m,HG7T,HA,EU,CQ,46,2025-11-29 00:01:27,34,CW
CN3A,CN,AF,7057.1,40m,EX9A,EX,AS,CQ,36,2025-11-29 00:01:27,32,CW
CN3A,CN,AF,7055,40m,OE6Z,OE,EU,CQ,31,2025-11-29 00:01:27,30,CW
KM3T-3,K,NA,7045,40m,EA5KM,EA,EU,CQ,16,2025-11-29 00:01:27,30,CW
KM3T-3,K,NA,7011.2,40m,S52AW,S5,EU,CQ,27,2025-11-29 00:01:27,33,CW
KM3T-3,K,NA,7054.9,40m,OE6Z,OE,EU,CQ,17,2025-11-29 00:01:27,30,CW
ES2RR,ES,EU,7053.7,40m,IQ3ME,I,EU,CQ,16,2025-11-29 00:01:27,30,CW
ES2RR,ES,EU,7035.5,40m,CR6K,CT,EU,CQ,21,2025-11-29 00:01:27,43,CW
ES2RR,ES,EU,7033.8,40m,CR3W,CT3,AF,CQ,27,2025-11-29 00:01:27,31,CW
ES2RR,ES,EU,7012.2,40m,4Z5LY,4X,AS,CQ,22,2025-11-29 00:01:27,29,CW
KD7EFG,K,NA,7002.5,40m,K3WW,K,NA,CQ,26,2025-11-29 00:01:27,34,CW
DK9IP,DL,EU,7002,40m,AA4NC,K,NA,CQ,10,2025-11-29 00:01:28,37,CW
DK9IP,DL,EU,7035.5,40m,CR6K,CT,EU,CQ,10,2025-11-29 00:01:28,42,CW
DK9IP,DL,EU,7024.3,40m,K2LE,K,NA,CQ,20,2025-11-29 00:01:28,32,CW
K3PA-1,K,NA,7034.2,40m,TM1X,F,EU,CQ,7,2025-11-29 00:01:28,29,CW
K3PA-1,K,NA,7024.3,40m,K2LE,K,NA,CQ,16,2025-11-29 00:01:28,31,CW
OH2BBT,OH,EU,7003.6,40m,MM9I,GM,EU,CQ,15,2025-11-29 00:01:28,32,CW
OH2BBT,OH,EU,7052,40m,M6N,G,EU,CQ,10,2025-11-29 00:01:28,28,CW
OH2BBT,OH,EU,7048.1,40m,ED7W,EA,EU,CQ,20,2025-11-29 00:01:28,38,CW
OH2BBT,OH,EU,7001.7,40m,RW4W,UA,EU,CQ,22,2025-11-29 00:01:28,38,CW
OH2BBT,OH,EU,7053.6,40m,IQ3ME,I,EU,CQ,26,2025-11-29 00:01:28,32,CW
OH2BBT,OH,EU,7053.2,40m,VU2CDP,VU,AS,CQ,13,2025-11-29 00:01:28,28,CW
OH2BBT,OH,EU,7010.3,40m,IQ6JU,I,EU,CQ,44,2025-11-29 00:01:28,38,CW
OH2BBT,OH,EU,7033.7,40m,CR3W,CT3,AF,CQ,27,2025-11-29 00:01:28,33,CW
KP3CW,KP4,NA,7030.2,40m,M6T,G,EU,CQ,19,2025-11-29 00:01:28,38,CW
W6YX,K,NA,7030.8,40m,NN7CW,K,NA,CQ,36,2025-11-29 00:01:28,33,CW
W6YX,K,NA,7036.3,40m,PJ5C,PJ5,NA,CQ,17,2025-11-29 00:01:28,34,CW
W6YX,K,NA,7016,40m,IO5O,I,EU,CQ,25,2025-11-29 00:01:28,30,CW
W6YX,K,NA,7001.3,40m,EA8/TF3CW,EA8,AF,CQ,15,2025-11-29 00:01:28,33,CW
DL1HWS,DL,EU,7002.5,40m,K3WW,K,NA,CQ,17,2025-11-29 00:01:28,34,CW
DL1HWS,DL,EU,7036.3,40m,PJ5C,PJ5,NA,CQ,9,2025-11-29 00:01:28,32,CW
DL1HWS,DL,EU,7012.7,40m,HA7I,HA,EU,CQ,14,2025-11-29 00:01:28,31,CW
KW7MM-2,K,NA,7001.3,40m,EA8/TF3CW,EA8,AF,CQ,19,2025-11-29 00:01:28,33,CW
KW7MM-2,K,NA,7024.3,40m,K2LE,K,NA,CQ,18,2025-11-29 00:01:28,35,CW
KW7MM-2,K,NA,7030.5,40m,OK5Z,OK,EU,CQ,19,2025-11-29 00:01:29,31,CW
NG7M,K,NA,7059,40m,ZF5T,ZF,NA,CQ,24,2025-11-29 00:01:29,40,CW
KW7MM-3,K,NA,7030.8,40m,NN7CW,K,NA,CQ,31,2025-11-29 00:01:29,33,CW
KW7MM-3,K,NA,7024.1,40m,F5SGI,F,EU,CQ,6,2025-11-29 00:01:29,27,CW
KW7MM-3,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,23,2025-11-29 00:01:29,29,CW
KW7MM-3,K,NA,7024.3,40m,K2LE,K,NA,CQ,19,2025-11-29 00:01:29,35,CW
KW7MM-3,K,NA,7065.3,40m,N2NL,K,NA,CQ,24,2025-11-29 00:01:29,36,CW
KW7MM-3,K,NA,7048.2,40m,ED7W,EA,EU,CQ,19,2025-11-29 00:01:29,37,CW
SQ5J,SP,EU,7024.2,40m,F5SGI,F,EU,CQ,16,2025-11-29 00:01:29,27,CW
SQ5J,SP,EU,7033.3,40m,SN7Q,SP,EU,CQ,23,2025-11-29 00:01:29,33,CW
BG0BPZ,BY,AS,7036,40m,TK0C,TK,EU,CQ,12,2025-11-29 00:01:29,37,CW
BG0BPZ,BY,AS,7045,40m,EA5KM,EA,EU,CQ,6,2025-11-29 00:01:29,30,CW
BG0BPZ,BY,AS,7029.2,40m,CN3A,CN,AF,CQ,12,2025-11-29 00:01:29,39,CW
YO5LD,YO,EU,7012.2,40m,4Z5LY,4X,AS,CQ,28,2025-11-29 00:01:29,29,CW
YO5LD,YO,EU,7023.5,40m,OK7O,OK,EU,CQ,15,2025-11-29 00:01:29,31,CW
YO5LD,YO,EU,7010,40m,I5IN,I,EU,CQ,6,2025-11-29 00:01:29,29,CW
YO5LD,YO,EU,7019.8,40m,SN2TI,SP,EU,CQ,11,2025-11-29 00:01:29,33,CW
DL0LA,DL,EU,7048.2,40m,ED7W,EA,EU,CQ,4,2025-11-29 00:01:29,38,CW
DL8LAS,DL,EU,7019.8,40m,SN2B,SP,EU,CQ,17,2025-11-29 00:01:29,31,CW
DL8LAS,DL,EU,7033.3,40m,SN7Q,SP,EU,CQ,17,2025-11-29 00:01:29,33,CW
TK0C-5,TK,EU,7012.7,40m,HA7I,HA,EU,CQ,35,2025-11-29 00:01:29,31,CW
TK0C-5,TK,EU,7017.5,40m,OT2A,ON,EU,CQ,25,2025-11-29 00:01:29,33,CW
TK0C-5,TK,EU,7027.9,40m,LX7I,LX,EU,CQ,39,2025-11-29 00:01:29,29,CW
TK0C-5,TK,EU,7019,40m,RM4F,UA,EU,CQ,38,2025-11-29 00:01:29,34,CW
PY2KNK,PY,SA,7049.4,40m,N3RS,K,NA,CQ,15,2025-11-29 00:01:29,33,CW
PY2KNK,PY,SA,7031.3,40m,HA7A,HA,EU,CQ,10,2025-11-29 00:01:29,34,CW
PY2KNK,PY,SA,7058,40m,TI8X,TI,NA,CQ,12,2025-11-29 00:01:29,33,CW
PY2KNK,PY,SA,7005,40m,KB3WD,K,NA,CQ,15,2025-11-29 00:01:29,32,CW
PA5KT-4,PA,EU,7048.2,40m,ED7W,EA,EU,CQ,20,2025-11-29 00:01:29,37,CW
PA5KT-4,PA,EU,7052.8,40m,CR2M,CU,EU,CQ,13,2025-11-29 00:01:29,36,CW
PA5KT-4,PA,EU,7000.4,40m,YT5W,YU,EU,CQ,14,2025-11-29 00:01:29,33,CW
PA5KT-4,PA,EU,7010.4,40m,IQ6JU,I,EU,CQ,17,2025-11-29 00:01:29,36,CW
PA5KT-4,PA,EU,7065.3,40m,N2NL,K,NA,CQ,21,2025-11-29 00:01:29,36,CW
YO2CK,YO,EU,7012.2,40m,4Z5LY,4X,AS,CQ,18,2025-11-29 00:01:29,28,CW
YO2CK,YO,EU,7035.5,40m,CR6K,CT,EU,CQ,16,2025-11-29 00:01:29,44,CW
